#TYPE Selected.Microsoft.Open.AzureAD.Model.Group
"MailEnabled","DisplayName","Mail","SecurityEnabled"
"True","*Email - Luxembourg - Thor AIFM","thor.aifm.lux@vistra.com","False"
"True","ostoja.fiz","ostoja.fiz@vistra.com","False"
"True","Finanzas Team","FinanzasTeam@vistra.com","False"
"True","Barracuda - Management Accounts","Vistra-Barracuda@vistra.com","False"
"True","SAP Update Remediation Team","SAPUpdateRemediationTeam@vistra.com","False"
"True","*Email - Luxembourg - Archand Sarl","Archand.lux@vistra.com","False"
"True","ABSZ","ABSZ@vistra.com","False"
"True","Email - Hong Kong Vistra RM team","HongKongVistraRMteam@vistra.com","False"
"True","ML-SG-Qtaf","qtaf.sg@vistra.com","False"
"True","O365 Roll out","O365Rollout@vistra.com","False"
"True","ML-SG-Hera","hera.sg@vistra.com","False"
"True","Implementation Project Plan (20191231)","ImplementationProjectPlan20191231@vistra.com","False"
"True","Staff Onboarding Process","StaffOnboardingProcess@vistra.com","False"
"True","*Email - Vistra Opsview Team","team.opsview@vistra.com","False"
"True","AMLCO Service - Cayman Transition","AMLCOService-CaymanTransition@vistra.com","False"
"True","Email - HR Management Team","HRManagementTeam@vistra.com","False"
"True","*Email - Amsterdam - AIS - BU Jurriaan de Zwart","AmsterdamBUJurriaandezwart@vistra.com","False"
"True","Office Information","OfficeInformation@vistra.com","False"
"True","Jakks Pacific Payroll","jakkspayroll@vistra.com","False"
"True","Email - Regional Finance JB RA","Email-RegionalFinanceJBRA@vistra.com","False"
"True","Shelf Group","shelfgroup@vistra.com","False"
"True","*Email - Luxembourg - Lyoner Holding","lyoner.holding.lux@vistra.com","False"
"True","VISTRA","VISTRA327@vistra.com","False"
"True","EU Substance Monetisation Programme","EUSubstanceMonetisationProgramme@vistra.com","False"
"True","madrid@vistra.com","Madrid@vistra.com","False"
"True","Project Panda (Operations)","ProjectPanda595@vistra.com","False"
"True","Vistra Performance","VistraPerformance@vistra.com","False"
"True","2019 VP True Up - Jersey","2019VPTrueUp-Jersey@vistra.com","False"
"True","IT Operations West Europe","ITOperationsWestEurope@vistra.com","False"
"True","*Email - Netherlands - Matador","Matador.nl@vistra.com","False"
"True","MasterPlan","MasterPlan@vistra.com","False"
"True","Bristol - incidents","Bristol-incidents@vistra.com","False"
"True","Email - Bristol - RoundRobinReception","RoundRobinReception@vistra.com","False"
"True","Email - Malaysia Division Accounting","malaysiadivisionaccounting.my@vistra.com","False"
"True","*Email - Luxembourg - Epic Europe","epic.europe.lux@vistra.com","False"
"True","Email - Guernsey Deal Team","deal.team.gg@vistra.com","False"
"True","Email - All London Viewpoint Users","email-alllondonviewpointusers@vistra.com","False"
"True","Email - BSS Asia","bssasia@vistra.com","False"
"True","*E-mail - Netherlands - Seneca","seneca.nl@vistra.com","False"
"True","Email - All Staff Vistra MU MGW - O365","email-allstaffvistramumgw-o365@vistra.com","False"
"True","MWP group","MWPgroup@ofiz.onmicrosoft.com","False"
"True","Finance Team","FinanceTeam722@vistra.com","False"
"True","*Email - Luxembourg - Coruripe","Coruripe.lux@vistra.com","False"
"True","Email - Guernsey Info Fund Services","info.fundservices.gg@vistra.com","False"
"True","Email - Malaysia - HR","Email-Malaysia-HR@vistra.com","False"
"True","Vistra - New Group.Local AD Forest","Vistra-NewGroup.LocalADForest@vistra.com","False"
"True","FILES","FILES@vistra.com","False"
"True","*Email - Netherlands - FleetCor Technologie?n","FleetCor.nl@vistra.com","False"
"True","Email - Bristol - SupportImages","SupportImages.bristol@vistra.com","False"
"True","HR Managers","hr_managers@vistra.com","False"
"True","Email - All Verona London Staff","email.allveronaldnstaff@vistra.com","False"
"True","Corporate Sector Steerco","CorporateSectorSteerco@vistra.com","False"
"True","zzEmail - Zendesk Reports - UK Team","zendesk.ukteam@vistra.com","False"
"True","*Email - Netherlands - Hallstar Europe","Hallstar.nl@vistra.com","False"
"True","APAC Operations","APACOperations@vistra.com","False"
"True","*Email - All Staff Vistra Macau","Email-AllStaffVistraMacau@vistra.com","False"
"True","Email - Majid Al Futtaim UK","MajidAlFuttaimUK@vistra.com","False"
"True","vistra call","vistracall@vistra.com","False"
"True","ITSupportLondon","itsupport.london-forwarder@vistra.com","False"
"True","payrollbucharest.vcscee","payrollbucharest.cee@vistra.com","False"
"True","Regional Ops Directors + Program Managers","RegionalOpsDirectorsProgramManagers@vistra.com","False"
"True","Email - Frankfurt - RE3-Vistra Frankfurt","RE3.FRA.de@vistra.com","False"
"True","Email - Jersey Procedures & Policies","procedures.policies.jer@vistra.com","False"
"True","*Email - Asia Trust Admin","email-asiatrustadmin@vistra.com","False"
"True","*email-Amsterdam-JAPInternational","_email-Amsterdam-JAPInternational@vistra.com","False"
"True","[NL] PO: Client Lifecycle Management","ProcessOptimsationOnboarding@vistra.com","False"
"True","investors.fiz","investors.fiz@vistra.com","False"
"True","Email - Zen Desk Management","ZenDeskManagementEurope@vistra.com","False"
"True","*Email - Team Directors Vistra Netherlands","Email-Team-Directors-Vistra-Netherlands@vistra.com","False"
"True","Aliorki","Aliorki@vistra.com","False"
"True","*Email- Luxembourg ? Ann Taylor","anntaylor.lux@vistra.com","False"
"True","Monthly Reporting","MonthlyReporting@vistra.com","False"
"True","Bps.fiz.pay","bps.fiz.pay@vistra.com","False"
"True","lartiq.fiz","lartiq.fiz@vistra.com","False"
"True","Brian.Lo","Brian.Lo0329@ofiz.onmicrosoft.com","False"
"True","Project Tangerine","ProjectTangarine@ofiz.onmicrosoft.com","False"
"True","Mapping excel","Mappingexcel@vistra.com","False"
"True","ViewPoint in the Cloud Programme","ViewPointintheCloudProgramme@vistra.com","False"
"True","staffhubb","staffhubb@vistra.com","False"
"True","Network Team","NetworkTeam@vistra.com","False"
"True","Email - Jersey Data Renewals","vistrajsydatarenewals@vistra.com","False"
"True","pl.enova@vistra.com","pl.enova@vistra.com","False"
"True","Email - Mauritius - CayDel Team","email.mucaydelteam@vistra.com","False"
"True","Email ? TechSteerCo","TechSteerCo@vistra.com","False"
"True","*Email - Amsterdam - TCS - BU Pravien Mahabier","AmsterdamBUPravienMahabier@vistra.com","False"
"True","*Email - Netherlands - Wilcris","Wilcris.nl@vistra.com","False"
"True","Email - London - Rosedale","Rosedale@vistra.com","False"
"True","ML-SG-PatamarfundII","PatamarfundII.sg@vistra.com","False"
"True","*Email - Singapore BD","Email-SingaporeBD@vistra.com","False"
"True","Vistra Sydney (Internal IT)","IT.au@vistra.com","False"
"True","*Email - Spain - Collections Spain","collections.spain@vistra.com","False"
"True","Vistra Cyprus Directors","VistraCyprusDirectors@vistra.com","False"
"True","Test JLP","TestJLP@vistra.com","False"
"True","VConnect (Tech Project Team)","V-Connect1@vistra.com","False"
"True","Radius integration - compliance workstream","Radiusintegration-complianceworkstream@vistra.com","False"
"True","*Email - Luxembourg - test 3 Team","EmailLuxembourgTeamTEST3@vistra.com","False"
"True","*Email - Netherlands - VETInvest","VET.nl@vistra.com","False"
"True","Email - Mauritius - CDO Recon Team","email.mucdoreconteam@vistra.com","False"
"True","Payroll - Warszawa - Assistant","Payroll-Warszawa-Assistant@vistra.com","False"
"True","Email - Reading - Client - Shape","shapeuk@vistra.com","False"
"True","Call","Call@vistra.com","False"
"True","*Email - Vistra IT Onboarding-Offboarding Notification","Vistra-IT-OnboardOffboardNotice@vistra.com","False"
"True","*Email - Private Clients Management Board","privateclientsmb@vistra.com","False"
"True","Jennifer chan","Jenniferchan@vistra.com","False"
"True","Email - Reading - Info","info.reading@vistra.com","False"
"True","*Email - EZE Users","EZE.Users@vistra.com","False"
"True","ML-SG-PgimAsiaCore","PgimAsiaCore.SG@vistra.com","False"
"True","*Email - Luxembourg - Aldo group","EIH.lux@vistra.com","False"
"True","Copy of Jakarta Office : Accounting, Tax and Payroll","CopyofJakartaOfficeAccountingTaxandPayroll@vistra.com","False"
"True","*Email - Luxembourg - DOW admin","DOW.admin@vistra.com","False"
"True","Project Tarot","ProjectTarot@vistra.com","False"
"True","Olga's team","Olgasteam@vistra.com","False"
"True","*Email - Luxembourg - North America V Team","EmailLuxembourgTeamNorthAmericaV@vistra.com","False"
"True","Email ? CF NA Technical Advisory","CFNATechnicalAdvisory@vistra.com","False"
"True","Vistra ME - HR","VistraME-HR@vistra.com","False"
"True","*Email - Singapore IT","email-singaporeit@vistra.com","False"
"True","Martin Facilities","MartinFacilities@vistra.com","False"
"True","Super User Network","SuperUserNetwork@vistra.com","False"
"True","ML-AU-Brightcove","BrightcoveExp.AU@vistra.com","False"
"True","Email - Bristol - DevBATeam","DevBATeam.bristol@vistra.com","False"
"True","Bar Commissie","BarComission@vistra.com","False"
"True","payrollpoland.vcscee","payrollpoland.cee@vistra.com","False"
"True","Email - India Director Oaktree","Director.Oaktree@vistra.com","False"
"True","Email - File Managers Jersey and London","FileManagersJerseyLondon@vistra.com","False"
"True","*Email - Luxembourg - GDRLU-ML-Desk RI-FT","GDRLU-ML-DeskRI-FT@vistra.com","False"
"True","test","test336@vistra.com","False"
"True","Payroll Warsaw Assistant","PayrollWarsawAssistant@vistra.com","False"
"True","trigon","trigon@ofiz.pl","False"
"True","LatAm CPC Team","LatAmCPC@vistra.com","False"
"True","Group AJA VCSCEE","groupaja.cee@vistra.com","False"
"True","Email - Bristol - CRM_SoftwareSupport","Bristol.CRM_SoftwareSupport@vistra.com","False"
"True","Email - All Verona Mauritius CoC 3 Staff","email.allveronamaustaff3@vistra.com","False"
"True","*Email - Amsterdam - Copertino NL","Copertino.NL@vistra.com","False"
"True","Economic Substance Resources","EconomicSubstanceResources@vistra.com","False"
"True","Admin Access review","AdminAccessreview@vistra.com","False"
"True","Email - Hong Kong Administrative","Email-HongKongAdministrative@vistra.com","False"
"True","zz Email - London Kim Freeman - Forwarding Group","zzEmailLondonKimFreemanForwardingGroup@vistra.com","False"
"True","Email - Global Alternative Investments Community","globalaic@vistra.com","False"
"True","Email - Guernsey Trustee","trustee.gg@vistra.com","False"
"True","*Email - All Staff Vistra Cologne","allstaffcologne@vistra.com","False"
"True","Email - Canyon - Wings Admin","wingsadmin@canyoncts.com","False"
"True","Application Update Request - Jemma","ApplicationUpdateRequest-Jemma@vistra.com","False"
"True","Email - Canyon - Canyon SSC project","CanyonSSCproject@canyoncts.com","False"
"True","moneymakers.fiz.pay","moneymakers.fiz.pay@vistra.com","False"
"True","AIS Portal - Business Analysis working group","AISPortalBAworkinggroup@vistra.com","False"
"True","Email - India Ujwal - Saama","saama.ind@vistra.com","False"
"True","Email - Canyon - Somerset","somerset@canyoncts.com","False"
"True","DAC6","DAC6479@vistra.com","False"
"True","Email - US Client - Prudent","prudent.us@vistra.com","False"
"True","*Email - Netherlands - Management Team","Management.Team.NL@vistra.com","False"
"True","_Email - Luxembourg - Food Securities Fund S.A SICAV-FIS AIFM","foodsecurities.aifm.lux@vistra.com","False"
"True","hugoboss.payroll@vistra.com","hugoboss.payroll@vistra.com","False"
"True","CSR Committee","CSRCommittee569@vistra.com","False"
"True","BA Team - Europe","BATeam-Europe@vistra.com","False"
"True","moneymakers.fiz.ta","moneymakers.fiz.ta@vistra.com","False"
"True","admin.vfsp","admin.vfsp@vistra.com","False"
"True","Technology Business Partners - CPC","TechnologyBusinessPartners-CPC@vistra.com","False"
"True","CTP - Future State Design","CTP-FutureStateDesign@vistra.com","False"
"True","Email - Luxembourg - Jobs Luxembourg","jobsluxembourgDL@vistra.com","False"
"True","2019 VP True Up - New York","2019VPTrueUp-NewYork@vistra.com","False"
"True","test","test28@vistra.com","False"
"True","Radius integration - IT workstream","Radiusintegration-ITworkstream212@vistra.com","False"
"True","ML-SG-WLBII","wlbii.sg@vistra.com","False"
"True","PT slavery","PTslavery@vistra.com","False"
"True","*Email - Luxembourg - Abac Capital","abaccapital.lu@vistra.com","False"
"True","*Email - Netherlands - Gazit Energy Holland Cooperatief U.A.","Gazit.ehc.ua.nl@vistra.com","False"
"True","Nirvana London","nirvana.london@vistra.com","False"
"True","Email - Bristol - BIDevelopers","bidevelopers@vistra.com","False"
"True","Process Optimisation","ProcessOptimisation@vistra.com","False"
"True","ML-SG-Zana","zanaomgvventurefund@vistra.com","False"
"True","Helios","Helios@vistra.com","False"
"True","Bristol - officemove","Bristol-officemove@vistra.com","False"
"True","*Email - Luxembourg - Multinational I Team","EmailLuxembourgTeamMultinationalI@vistra.com","False"
"True","*Email - Netherlands - Weaved.nl","Weaved.nl@vistra.com","False"
"True","*Email- Luxembourg ? Pantheon","pantheon.lux@vistra.com","False"
"True","Ninja Warriors","NinjaWarriors@vistra.com","False"
"True","Na PE/RE","NaPERE@vistra.com","False"
"True","Mgt Accounts","MgtAccounts@vistra.com","False"
"True","ML-SG-Culum","Culum.sg@vistra.com","False"
"True","TestP1.12","TestP1.12@vistra.com","False"
"True","*Email - VME - Payroll","payroll.me@vistra.com","False"
"True","ipopema.fio","ipopema.fio@vistra.com","False"
"True","z Vistra CF Reg MAU","zOILRegMAU@oilglobal.com","False"
"True","Email - Reading - Client - Teacomap","TEECOMAP@vistra.com","False"
"True","ML-SG-Orbit Fund Admin","Orbit.sg@vistra.com","False"
"True","The A team","TheAteam@vistra.com","False"
"True","BOSS myformation","BOSSmyformation@vistra.com","False"
"True","HR Poland","HRPoland@vistra.com","False"
"True","Email - Vistra Shanghai","Email-AllStaffVistraShangHai@ofiz.onmicrosoft.com","False"
"True","*Email - Amsterdam - Live Lab","LiveLab.AMS@vistra.com","False"
"True","SCP.luxembourg@vistra.com","SCP.luxembourg@ofiz.onmicrosoft.com","False"
"True","Payroll Budapest VCSCEE","payrollbudapest.cee@vistra.com","False"
"True","accountingprague.vcscee","accountingprague.cee@vistra.com","False"
"True","Vistra Mauritius - All Users","VistraMauritius-AllUsers@vistra.com","False"
"True","BPR1 BeCurCyMalSp Financials","BPR1BeCurCyMalSp@vistra.com","False"
"True","Email - All Staff Vistra JER MGW - O365","email-allstaffvistrajerMGW-O365@vistra.com","False"
"True","MEP","MEP9343@vistra.com","False"
"True","Email - Frankfurt CDD","cdd.fra.de@vistra.com","False"
"True","*email-Amsterdam-Petrofac","_email-Amsterdam-Petrofac@vistra.com","False"
"True","*Email - Geneva Faxes Distribution Group","Email-GenevaFaxesDistributionGroup@vistra.com","False"
"True","Test: 2020","Test2020@vistra.com","False"
"True","Group JKW VCSCEE","groupjkw.cee@vistra.com","False"
"True","ML-AU-Ownbackup","ownbackup.au@vistra.com","False"
"True","Group BC and DR","GroupBCPandDR@vistra.com","False"
"True","Email - Guernsey Auto Forward Juridica","juridica.auto.forward.gg@vistra.com","False"
"True","Harwell Investments","HarwellInvestments@vistra.com","False"
"True","Palma Ceia - Management Accounts","PalmaCeia-ManagementAccounts@vistra.com","False"
"True","*Email - Netherlands - JD Sports Fashion B.V.","JD.Sports.nl@vistra.com","False"
"True","RECOBER","RECOBER@vistra.com","False"
"True","Email - Mauritius - CBS Mauritius KYC","email.mucbsmauritiuskyc@vistra.com","False"
"True","Email - Bristol - ConnectMaintenance","connectmaintenance.bristol@vistra.com","False"
"True","Verona Data IT","VeronaDataIT@vistra.com","False"
"True","obiady","obiady@ofiz.pl","False"
"True","Email - Dubai NeoCapital","Email-DubaiNeoCapital@vistra.com","False"
"True","Email - London Arkcose","Arkcose@vistra.com","False"
"True","Email - Guernsey Brickell Key","brickellkey.gg@vistra.com","False"
"True","Vistra Group - Salesforce's Sales Metrics","VistraGroup-SalesforcesSalesMetrics@vistra.com","False"
"True","Remediation new 8","Remediationnew8@vistra.com","False"
"True","ML-SG-LODGIS","lodgis.sg@vistra.com","False"
"True","Email - Amsterdam Lucasfilm.nl","Lucasfilm.nl@vistra.com","False"
"True","opoka.eu","opoka.eu@ofiz.pl","False"
"True","accountingjbz.vcscee","accountingjbz.cee@vistra.com","False"
"True","Luxembourg - contact@iasaudit.lu","iascontact@ofiz.onmicrosoft.com","False"
"True","Wings 3","Wings3@vistra.com","False"
"True","Eze Operational Enhancements","EzeOperationalEnhancements@vistra.com","False"
"True","Sector Private Equity - Commercial","ProjektFFM@vistra.com","False"
"True","*Email - Luxembourg - P&I admin","P&I.admin@vistra.com","False"
"True","bgk.eu","bgk.eu@ofiz.pl","False"
"True","ML-AU-Dataxu","dataxu.au@vistra.com","False"
"True","Verona - Video","Verona-Video@vistra.com","False"
"True","IC - Regional Finance","TeamLeaders-RegionalFinance@vistra.com","False"
"True","ML-SG-Lim Advisors","Limadvisors.sg@vistra.com","False"
"True","Email - London - Forwarder","Email-London-Forwarder@vistra.com","False"
"True","Email - Jersey D&B Finance Ltd","d&bfinanceltd@vistra.com","False"
"True","Email - India Ujwal - Rsam Payroll","rsampayroll.ind@vistra.com","False"
"True","ML-SG-LCMglobal","LCMglobal@vistra.com","False"
"True","ERP Legacy Delivery","ERPLegacyDelivery@vistra.com","False"
"True","SSC Workflow","SSCWorkflow@vistra.com","False"
"True","Email - Group Finance Month End Close","GroupFinanceMonthEndClose@vistra.com","False"
"True","Email - Saka","Saka@vistra.com","False"
"True","Commercial Operations","Mumbai-CommercialOutputs@vistra.com","False"
"True","Email - India Ujwal - Veveo payroll","veveopayroll.ind@vistra.com","False"
"True","Hong Kong Public Holiday","HongKongPublicHoliday@vistra.com","False"
"True","Email - Nortons - USA Staff","Email-Nortons-USAStaff@vistra.com","False"
"True","administrationbucharest.vcscee","administrationbucharest.cee@vistra.com","False"
"True","ML-SG-Pioneer Facility","pioneerfacility.sg@vistra.com","False"
"True","Verona - Unstructured - Email","Verona-Unstructured-Email@vistra.com","False"
"True","TeamPE-03.fwd","TeamPE-03.fwd@vistra.com","False"
"True","*Email - Netherlands - Highstreet","Highstreet.nl@vistra.com","False"
"True","Email ? VME ? IMT","Email___VME___IMT@ofiz.onmicrosoft.com","False"
"True","Email - Reading - Department - Audit","email-reading-department-audit@vistra.com","False"
"True","IT Suppliers","ITSuppliers@vistra.com","False"
"True","valueadvisors","valueadvisors@ofiz.pl","False"
"True","*Email - Amsterdam Indigo","Indigo.nl@vistra.com","False"
"True","*Email - Luxembourg Country Management Team","LuxembourgCountryManagementTeam@vistra.com","False"
"True","accountingwarsaw.vcscee","accountingwarsaw.cee@vistra.com","False"
"True","Email - All Staff OFIZ MGW","easomgw@vistra.com","False"
"True","Project Aviation","ProjectAviation@vistra.com","False"
"True","TAP Portal","TAPPortal@vistra.com","False"
"True","Private Equity Platform","PrivateEquityPlatform@ofiz.onmicrosoft.com","False"
"True","Marcin Szymanski","marcin.szymanski@vistra.pl","False"
"True","Payroll AXP VCSCEE","payroll.axp@vistra.com","False"
"True","DAC 6","DAC6657@vistra.com","False"
"True","Vistra Tax","VistraTax@vistra.com","False"
"True","Test DXB","testdxb@vistra.com","False"
"True","Email - Bristol - uat_portal","uat_portal@vistra.com","False"
"True","Email - AIEC","AIEC@vistra.com","False"
"True","*Email - Luxembourg - Pampero","pampero.lux@vistra.com","False"
"True","Email - Jersey PETEQ","jerpeteq@vistra.com","False"
"True","Operations Team","Operations@vistra.com","False"
"True","Email - Frankfurt - IA-Vistra Frankfurt","IA.FRA.de@vistra.com","False"
"True","OSC program","OSCprogram@vistra.com","False"
"True","Vistra","Vistra@vistra.com","False"
"True","COVID-19 Incident Management Team","COVID-19IncidentManagementTeam@vistra.com","False"
"True","IAI Integration","integration.iai@vistra.com","False"
"True","*Email - Luxembourg - Imagine Capital","imaginecapitalgroup.lux@vistra.com","False"
"True","Project Hawk","ProjectHawk@vistra.com","False"
"True","ML-SG-GEN","GEN.sg@vistra.com","False"
"True","Platnosci-panattoni@vistra.com","platnosci-panattoni@vistra.com","False"
"True","Vistra Dublin","VistraDublin@vistra.com","False"
"True","Exchange Server Health Reports","ExchangeHealth.Reports@vistra.com","False"
"True","Email - Hong Kong Team MH","HongKongTeamMH@vistra.com","False"
"True","TestP1.4","TestP1.4@vistra.com","False"
"True","Email - AmSpec.nl","AmSpec.nl@vistra.com","False"
"True","Paragon-Micro-UK-Limited","Paragonmicro@vistra.com","False"
"True","Email - London Dtek","Dtek@vistra.com","False"
"True","*Email - VME - Commercial Team Middle East","commercial.me@vistra.com","False"
"True","Global Services","GlobalServices462@vistra.com","False"
"True","HR Bristol","HRBristol@vistra.com","False"
"True","mmprime.eu","mmprime.eu@ofiz.pl","False"
"True","*Email - Zurich Team - Brazil","emailzrhbrazil@vistra.com","False"
"True","Culture & Engagement Survey brainstorm workshops","CultureEngagementSurveybrainstormworkshops@vistra.com","False"
"True","Group MLK VCSCEE","groupmlk.vcscee@vistra.com","False"
"True","*Email - Luxembourg - Funds Team","EmailLuxembourgTeamFunds@vistra.com","False"
"True","Katie team","Katieteam@vistra.com","False"
"True","Test Collab","TestCollab@vistra.com","False"
"True","Email - ITCL ST","ITCL.ST@vistra.com","False"
"True","accountingpoznan.vcscee","accountingpoznan.cee@vistra.com","False"
"True","Kate/Deb Admin","KateDebAdmin@vistra.com","False"
"True","*Email - Singapore IT & Admin","email-singaporeitadmin@vistra.com","False"
"True","Email - India Ujwal ? Pensando","Pensandopayroll@vistra.com","False"
"True","altus.fiz","altus.fiz@vistra.com","False"
"True","SSC - GG - Mauritius","SSC-GG-Mauritius@vistra.com","False"
"True","Email - China HR","Email-China-HR@vistra.com","False"
"True","Email - Bristol - JordansCorporateLaw","Bristol.jordanscorporatelaw@vistra.com","False"
"True","bgk.fiz","bgk.fiz@vistra.com","False"
"True","Marketing - Bristol","Marketing-Bristol@vistra.com","False"
"True","IPD.nl","IPD.nl@vistra.com","False"
"True","*Email - Luxembourg - TaaleriEnergia","taalerienergia.lux@vistra.com","False"
"True","Internal Audit","InternalAudit@vistra.com","False"
"True","Thirsty Thursday... (BYOB.. Hold the Corona)","ThirstyThursday.BYOB.HoldtheCorona@vistra.com","False"
"True","zzemail - bluecoat IT alerts","Email-bluecoatITalerts@vistra.com","False"
"True","Mesiniaga","Mesiniaga@vistra.com","False"
"True","*Email - Group KAM Program - Global Key Account Managers","GKAM.GKAM@vistra.com","False"
"True","*Email - Amsterdam - Privacy Netherlands","Privacy.Netherlands@vistra.com","False"
"True","Test-moderation","tmd@vistra.com","False"
"True","Email - Bristol - Info","Bristol.Info@vistra.com","False"
"True","Baltic","baltic@vistra.com","False"
"True","*Email - Amsterdam - Deepocean","Deepocean.nl@vistra.com","False"
"True","Email - NewfoundlandCLO","newfoundlandclo@vistra.com","False"
"True","Risk & Control / On-boarding","RiskControlOn-boarding@vistra.com","False"
"True","WFJets.nl","WFJets.nl@vistra.com","False"
"True","Mariana","Mariana@vistra.com","False"
"True","Project Vanguard","ProjectVanguard865@vistra.com","False"
"True","*Email - Luxembourg - Idea Investment","Idea.Investment.lux@vistra.com","False"
"True","VFSGL","VFSGL@vistra.com","False"
"True","ML-SG-Playventures","playventures.sg@vistra.com","False"
"True","NL Pelican","NLPelican@vistra.com","False"
"True","Cyber Security","CyberSecurity@vistra.com","False"
"True","Email - ITCL Business Development","Email-ITCLBusinessDevelopment@vistra.com","False"
"True","Handover - Simmer","Handover-Simmer@vistra.com","False"
"True","Email - Bristol - CRM_Marketing","Bristol.CRM_Marketing@vistra.com","False"
"True","Angellist Blr team","ALB@vistra.com","False"
"True","Email - Canyon - WAVE Open Items","WAVEOpenItems@canyoncts.com","False"
"True","Email - India Ujwal - pm","pm.ind@vistra.com","False"
"True","Email - Luxembourg - Payment-instructions","payment-instructions.lux@vistra.com","False"
"True","UK Formations 2020","UKFormations2020@vistra.com","False"
"True","LSA","LSA@vistra.com","False"
"True","*Email - Luxembourg - Real Estate II Team","EmailLuxembourgTeamRealEstateII@vistra.com","False"
"True","Email -  Americas AI Community","americas.ai@vistra.com","False"
"True","Email - India Ujwal - Veradox Payroll","veradoxpayroll.ind@vistra.com","False"
"True","*Email - Luxembourg - kindredcapital","kindredcapital.lux@vistra.com","False"
"True","Email - Canyon - SASOFV","SASOFV@canyoncts.com","False"
"True","ML-SG-RELee","relee@vistra.com","False"
"True","*Email - Netherlands - Steinhardt Holding N.V.","steinhardt.nl@vistra.com","False"
"True","zzEmail - O365 Queue Alerts","o365.queuealerts@vistra.com","False"
"True","office accounts","officeaccounts10-8@vistra.com","False"
"True","Email - UK - Depositary Services","depositary.uk@vistra.com","False"
"True","Email - India Ujwal - Hyland","hyland.india@vistra.com","False"
"True","LEGAL","LEGAL@vistra.com","False"
"True","Luxembourg - Fortitude@vistra.com","Fortitude@vistra.com","False"
"True","Email - Amsterdam Tata.nl","Tata.nl@vistra.com","False"
"True","Email - Canyon - lorraine.cunniffe temp","lorraine.cunniffe@canyoncts.com","False"
"True","ES......................","ES@ofiz.onmicrosoft.com","False"
"True","Email - Bristol - AllStaff-JordansLtd","AllStaff-Vistraltd@vistra.com","False"
"True","Hyland UK","hylanduk@vistra.com","False"
"True","admin","admin@ofiz.pl","False"
"True","TBOLT","TBOLT@vistra.com","False"
"True","Jon","Jon@vistra.com","False"
"True","Email - India Ujwal - Liberty Wireless","libertypayroll@vistra.com","False"
"True","FW - Accounts Team","AccountsTeam-FW@vistra.com","False"
"True","*Email - Netherlands - EWT Holding B.V.","EWT.nl@vistra.com","False"
"True","Infrastructure Capex Budget 2021","InfrastructureCapexBudget2021@vistra.com","False"
"True","ML-MY-Client","client.my@vistra.com","False"
"True","IT Service Delivery - SOUTH ASIA","SGMY-ITServiceDeliveryTeam@vistra.com","False"
"True","Group AGW VCSCEE","groupagw.cee@vistra.com","False"
"True","Email - All Staff Vistra CYP MGW - O365","Email-AllStaffVistraCYPMGW-O365@vistra.com","False"
"True","Email - India Ujwal - Zenefits Payroll","zenefitspayroll.ind@vistra.com","False"
"True","Corporate Sales Team","CorporateSalesTeam@vistra.com","False"
"True","ASTRA","ASTRA@vistra.com","False"
"True","ML-SG-Kejora","Kejora.sg@vistra.com","False"
"True","Food & Entertainment Netherlands B.V.","Food.nl@vistra.com","False"
"True","MEP Working Group","MEPWorkingGroup@vistra.com","False"
"True","Operational Excellence","PerformanceManagement@vistra.com","False"
"True","TEST MRD","testmrd@vistra.com","False"
"True","ML-SG-LonghashFund1","longhashfund1.sg@vistra.com","False"
"True","Equestria.nbp","equestria.nbp@vistra.com","False"
"True","Amsterdam IT Projects","AmsterdamITProjects@vistra.com","False"
"True","Email - Canyon - Little Grebe","littlegrebe@canyoncts.com","False"
"True","we.fiz","we.fiz@vistra.com","False"
"True","Email - Vistra Group Compliance","GroupCompliance@vistra.com","False"
"True","ML-SG-EFA","efa.sg@vistra.com","False"
"True","*Email - Germany - EQT","EQT.DE@vistra.com","False"
"True","Darwin and GT","DarwinandGT@vistra.com","False"
"True","Arrow Capital","ArrowCapital@vistra.com","False"
"True","Mumbai Tech plan","MumbaiTechplan@vistra.com","False"
"True","*Email - Luxembourg - BPEA-PEVII AIFM","BPEA-PEVII.aifm.lux@vistra.com","False"
"True","Email - Guernsey Auto Forward Darwin","darwin.auto.forward.gg@vistra.com","False"
"True","adminprague.vcscee","adminprague.cee@vistra.com","False"
"True","amlofficers.ky","amlofficers.ky@vistra.com","False"
"True","Vistra RDG - Credit Risk Committee","VistraRDG-CreditRiskCommittee@vistra.com","False"
"True","Email - London - Centerbridge London Accounting","CenterbridgeLdnAccounting@vistra.com","False"
"True","Onboarding Process Projects to IT Operations","OnboardingProcessProjectstoITOperations@vistra.com","False"
"True","report GEP","reportGEP@vistra.com","False"
"True","Email - INDIA Solarwinds Alerts","INDIASolarwinds@vistra.com","False"
"True","IRELAND ACCOUNT PAYABLE","IRELAND@vistra.com","False"
"True","*Email - UK - Project Gamma","projectgamma@vistra.com","False"
"True","Payroll Lublin Specialist","PayrollLublinSpecialist@vistra.com","False"
"True","Email - Social Committee Singapore","SocialCommitteeSingapore@vistra.com","False"
"True","Email - London - Vistra Nominees","vistranominees@vistra.com","False"
"True","Email - Canyon - Mach-1 Managing Agent","mach-1.managingagent@canyoncts.com","False"
