"name";"ipv4address";"operatingsystem";"distinguishedName";"OU"
"ZRHSRVCTX03";;"Windows Server 2008 R2 Standard";"CN=ZRHSRVCTX03,OU=Terminal Servers,OU=Zurich,OU=Vistra,DC=work,DC=local";"OU=Terminal Servers,OU=Zurich,OU=Vistra,DC=work,DC=local"
"ZRHSRVCTX005";"10.38.10.91";"Windows Server 2008 R2 Standard";"CN=ZRHSRVCTX005,OU=Terminal Servers,OU=Zurich,OU=Vistra,DC=work,DC=local";"OU=Terminal Servers,OU=Zurich,OU=Vistra,DC=work,DC=local"
"ZRHSRVCTX01";"10.38.10.80";"Windows Server 2008 R2 Standard";"CN=ZRHSRVCTX01,OU=Terminal Servers,OU=Zurich,OU=Vistra,DC=work,DC=local";"OU=Terminal Servers,OU=Zurich,OU=Vistra,DC=work,DC=local"
"ZRHSRVCTX02";"10.38.10.180";"Windows Server 2008 R2 Standard";"CN=ZRHSRVCTX02,OU=Terminal Servers,OU=Zurich,OU=Vistra,DC=work,DC=local";"OU=Terminal Servers,OU=Zurich,OU=Vistra,DC=work,DC=local"
"ZRHSRVCTX004";"10.38.10.88";"Windows Server 2008 R2 Standard";"CN=ZRHSRVCTX004,OU=Terminal Servers,OU=Zurich,OU=Vistra,DC=work,DC=local";"OU=Terminal Servers,OU=Zurich,OU=Vistra,DC=work,DC=local"
"ZRHSRVCTX006";"10.38.10.92";"Windows Server 2008 R2 Standard";"CN=ZRHSRVCTX006,OU=Terminal Servers,OU=Zurich,OU=Vistra,DC=work,DC=local";"OU=Terminal Servers,OU=Zurich,OU=Vistra,DC=work,DC=local"
"WAWWRK1539";"10.33.24.61";"Windows 7 Professional";"CN=WAWWRK1539,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1607";"10.33.20.139";"Windows 7 Professional";"CN=WAWWRK1607,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1209";"10.33.20.42";"Windows 7 Professional";"CN=WAWWRK1209,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1537";"10.33.20.131";"Windows 7 Professional";"CN=WAWWRK1537,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1401";"10.33.24.66";"Windows 7 Professional";"CN=WAWWRK1401,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1246";"10.33.20.75";"Windows 7 Professional";"CN=WAWWRK1246,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1215";"10.33.20.50";"Windows 7 Professional";"CN=WAWWRK1215,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1711";"10.33.20.158";"Windows 7 Professional";"CN=WAWWRK1711,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1624";"10.33.20.117";"Windows 7 Professional";"CN=WAWWRK1624,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1202";"10.33.20.191";"Windows 7 Professional";"CN=WAWWRK1202,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1152";"10.33.20.33";"Windows 7 Professional";"CN=WAWWRK1152,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1618";"10.33.24.45";"Windows 7 Professional";"CN=WAWWRK1618,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWWRK1150";"10.33.28.40";"Windows 7 Professional";"CN=WAWWWRK1150,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1221";"10.33.20.55";"Windows 7 Professional";"CN=WAWWRK1221,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1204";"10.33.20.41";"Windows 7 Professional";"CN=WAWWRK1204,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1248";"10.33.20.77";"Windows 7 Professional";"CN=WAWWRK1248,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1150";"10.10.24.59";"Windows 7 Professional";"CN=WAWWRK1150,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1743";"10.33.24.52";"Windows 7 Professional";"CN=WAWWRK1743,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1716";"10.33.20.155";"Windows 7 Professional";"CN=WAWWRK1716,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1620";"10.33.20.146";"Windows 7 Professional";"CN=WAWWRK1620,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1147";"10.33.24.8";"Windows 7 Professional";"CN=WAWWRK1147,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1310";"10.33.20.87";"Windows 7 Professional";"CN=WAWWRK1310,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1163";"10.33.24.12";"Windows 7 Professional";"CN=WAWWRK1163,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1244";"10.33.20.73";"Windows 7 Professional";"CN=WAWWRK1244,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1253";"10.33.20.80";"Windows 7 Professional";"CN=WAWWRK1253,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1726";"10.33.24.49";"Windows 7 Professional";"CN=WAWWRK1726,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1157";"10.33.20.36";"Windows 7 Professional";"CN=WAWWRK1157,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1749";"10.33.20.164";"Windows 7 Professional";"CN=WAWWRK1749,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1236";"10.33.21.80";"Windows 7 Professional";"CN=WAWWRK1236,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1159";"10.33.24.11";"Windows 7 Professional";"CN=WAWWRK1159,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1203";"10.33.24.14";"Windows 7 Professional";"CN=WAWWRK1203,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1220";"10.33.20.54";"Windows 7 Professional";"CN=WAWWRK1220,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1160";"10.33.20.38";"Windows 7 Professional";"CN=WAWWRK1160,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1243";"10.33.20.72";"Windows 7 Professional";"CN=WAWWRK1243,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1707";"10.33.25.104";"Windows 7 Professional";"CN=WAWWRK1707,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1328";"10.33.24.25";"Windows 7 Professional";"CN=WAWWRK1328,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1319";"10.33.20.91";"Windows 7 Professional";"CN=WAWWRK1319,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1241";"10.33.20.70";"Windows 7 Professional";"CN=WAWWRK1241,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1232";"10.33.20.62";"Windows 7 Professional";"CN=WAWWRK1232,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1158";"10.33.20.37";"Windows 7 Professional";"CN=WAWWRK1158,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1227";"10.33.20.58";"Windows 7 Professional";"CN=WAWWRK1227,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1230";"10.33.20.61";"Windows 7 Professional";"CN=WAWWRK1230,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1252";"10.33.20.79";"Windows 7 Professional";"CN=WAWWRK1252,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1304";"10.33.20.83";"Windows 7 Professional";"CN=WAWWRK1304,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1206";"10.33.20.40";"Windows 7 Professional";"CN=WAWWRK1206,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1608";"10.33.24.41";"Windows 7 Professional";"CN=WAWWRK1608,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1614";"10.33.20.142";"Windows 7 Professional";"CN=WAWWRK1614,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1526";"10.33.20.125";"Windows 7 Professional";"CN=WAWWRK1526,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1216";"10.33.20.51";"Windows 7 Professional";"CN=WAWWRK1216,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1306";"10.33.24.113";"Windows 7 Professional";"CN=WAWWRK1306,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1538";"10.33.20.132";"Windows 7 Professional";"CN=WAWWRK1538,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1240";"10.33.20.69";"Windows 7 Professional";"CN=WAWWRK1240,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1510";;"Windows 7 Professional";"CN=WAWWRK1510,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1409";"10.33.24.125";"Windows 7 Professional";"CN=WAWWRK1409,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1778";"10.33.21.23";"Windows 7 Professional";"CN=WAWWRK1778,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1617";"10.33.20.144";"Windows 7 Professional";"CN=WAWWRK1617,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1625";"10.33.24.46";"Windows 7 Professional";"CN=WAWWRK1625,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1728";"10.33.24.50";"Windows 7 Professional";"CN=WAWWRK1728,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1325";"10.33.20.96";"Windows 7 Professional";"CN=WAWWRK1325,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1702";"10.33.20.31";"Windows 7 Professional";"CN=WAWWRK1702,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1801";"10.33.20.183";"Windows 7 Professional";"CN=WAWWRK1801,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1735";"10.33.24.111";"Windows 7 Professional";"CN=WAWWRK1735,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1730";"10.33.24.62";"Windows 7 Professional";"CN=WAWWRK1730,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1765";"10.33.20.182";"Windows 7 Professional";"CN=WAWWRK1765,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1601";"10.33.28.42";"Windows 7 Professional";"CN=WAWWRK1601,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1602";"10.33.28.104";"Windows 7 Professional";"CN=WAWWRK1602,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1516";"10.33.20.113";"Windows 7 Professional";"CN=WAWWRK1516,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1524";"10.33.20.124";"Windows 7 Professional";"CN=WAWWRK1524,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1712";"10.33.20.153";"Windows 7 Professional";"CN=WAWWRK1712,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1309";"10.33.20.85";"Windows 7 Professional";"CN=WAWWRK1309,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1757";"10.33.20.171";"Windows 7 Professional";"CN=WAWWRK1757,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1214";"10.10.25.14";"Windows 7 Professional";"CN=WAWWRK1214,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1314";"10.33.20.88";"Windows 7 Professional";"CN=WAWWRK1314,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1703";"10.33.24.48";"Windows 7 Professional";"CN=WAWWRK1703,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1333";"10.33.21.13";"Windows 7 Professional";"CN=WAWWRK1333,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1257";"10.33.24.170";"Windows 7 Professional";"CN=WAWWRK1257,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1332";"10.33.20.99";"Windows 7 Professional";"CN=WAWWRK1332,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1506";"10.33.20.112";"Windows 7 Professional";"CN=WAWWRK1506,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1731";"10.33.24.51";"Windows 7 Professional";"CN=WAWWRK1731,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1120";"10.33.20.19";"Windows 7 Professional";"CN=WAWWRK1120,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1615";"10.33.20.143";"Windows 7 Professional";"CN=WAWWRK1615,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1149";"10.33.20.30";"Windows 7 Professional";"CN=WAWWRK1149,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1754";"10.33.20.168";"Windows 7 Professional";"CN=WAWWRK1754,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1519";"10.33.20.121";"Windows 7 Professional";"CN=WAWWRK1519,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1612";"10.33.20.141";"Windows 7 Professional";"CN=WAWWRK1612,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1324";"10.33.20.95";"Windows 7 Professional";"CN=WAWWRK1324,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1770";"10.33.24.10";"Windows 7 Professional";"CN=WAWWRK1770,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1701";"10.33.24.63";"Windows 7 Professional";"CN=WAWWRK1701,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1750";"10.33.24.53";"Windows 7 Professional";"CN=WAWWRK1750,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1222";"10.33.24.17";"Windows 7 Professional";"CN=WAWWRK1222,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1753";"10.33.20.167";"Windows 7 Professional";"CN=WAWWRK1753,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1785";"10.33.20.178";"Windows 7 Professional";"CN=WAWWRK1785,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1508";"10.33.20.115";"Windows 7 Professional";"CN=WAWWRK1508,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1736";"10.33.20.161";"Windows 7 Professional";"CN=WAWWRK1736,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1317";"10.33.20.174";"Windows 7 Professional";"CN=WAWWRK1317,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1323";"10.33.20.94";"Windows 7 Professional";"CN=WAWWRK1323,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
"WAWWRK1761";"10.33.20.172";"Windows 7 Professional";"CN=WAWWRK1761,OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local";"OU=Workstations Live,OU=Workstations,OU=Warsaw,OU=Vistra,DC=work,DC=local"
